actions,categories,open_issues,pull_requests,stars,category
rorychan/jira-releases-action,"['project-management', 'api-management']",0,0.0,8.0,"['project-management', 'api-management']"
rostislavgit/shipa-create-app-action,['api-management'],0,0.0,2.0,['api-management']
funnyzak/jishida-action,"['api-management', 'utilities']",0,0.0,1.0,"['api-management', 'utilities']"
vtcaregorodtcev/delete-issue,['api-management'],0,6.0,1.0,['api-management']
johncburnette/stackpath-cdn-purge,"['deployment', 'api-management']",0,0.0,1.0,"['deployment', 'api-management']"
jr-1991/markdown-to-api-action,"['api-management', 'utilities']",0,0.0,0.0,"['api-management', 'utilities']"
rrbugproof/gitsecure2.0,"['chat', 'api-management']",0,,0.0,"['chat', 'api-management']"
cgpu/action-custom-action,"['api-management', 'testing']",0,0.0,1.0,"['api-management', 'testing']"
rapdev-io/sn-devops-artifact,['api-management'],0,0.0,0.0,['api-management']
rapdev-io/sn-devops-package,['api-management'],0,0.0,0.0,['api-management']
sdaoud/sendinblue-template-action,['api-management'],0,0.0,0.0,['api-management']
osbm/kaggle-login,['api-management'],0,0.0,2.0,['api-management']
austenstone/list-repository-languages,"['api-management', 'utilities']",0,1.0,2.0,"['api-management', 'utilities']"
choreo-templates/build-deploy-action,"['deployment', 'api-management']",0,0.0,0.0,"['deployment', 'api-management']"
stelzo/openapi-api-version-print,"['api-management', 'utilities']",0,0.0,0.0,"['api-management', 'utilities']"
martinformi/oasdiff-action,['api-management'],0,,0.0,['api-management']
w33ble/graphql-pluck-action,"['deployment', 'api-management']",0,0.0,0.0,"['deployment', 'api-management']"
gabryel8818/rundeck-cli,"['deployment', 'api-management']",0,0.0,0.0,"['deployment', 'api-management']"
singingwolfboy/auth0-set-application-uris,"['code-review', 'api-management']",0,6.0,0.0,"['code-review', 'api-management']"
c52866/secret-server-workflow-action,"['security', 'api-management']",0,0.0,0.0,"['security', 'api-management']"
42labs/starknet-interface-checker-gha,"['code-review', 'api-management']",1,0.0,1.0,"['code-review', 'api-management']"
bluefissure/case-status-action,"['api-management', 'utilities']",0,0.0,0.0,"['api-management', 'utilities']"
philsupertramp/chain-smoker-action,"['api-management', 'testing']",1,0.0,0.0,"['api-management', 'testing']"
henchiyb/asana-create-task-github-action,"['api-management', 'utilities']",0,0.0,0.0,"['api-management', 'utilities']"
algolia/setup-algolia-cli,"['api-management', 'utilities']",0,2.0,2.0,"['api-management', 'utilities']"
chxseh/action-lock-unlock,"['project-management', 'api-management']",0,,0.0,"['project-management', 'api-management']"
rafaucau/purge-cloudflare-cache-action,"['deployment', 'api-management']",0,0.0,0.0,"['deployment', 'api-management']"
rubixdev/modrinth-auto-feature,"['project-management', 'api-management']",0,0.0,0.0,"['project-management', 'api-management']"
rubixdev/modrinth-upload,"['publishing', 'api-management']",0,,1.0,"['publishing', 'api-management']"
magicwallet/r2-upload,"['publishing', 'api-management']",0,,1.0,"['publishing', 'api-management']"
saurishkar/mailchimp-templates-action,"['publishing', 'api-management']",2,0.0,1.0,"['publishing', 'api-management']"
levigo/github-action-chrome-webstore-publish,"['deployment', 'api-management']",0,0.0,1.0,"['deployment', 'api-management']"
allenheltondev/detect-breaking-changes-action,"['continuous-integration', 'api-management']",0,0.0,10.0,"['continuous-integration', 'api-management']"
bryantson/github-app-token-generator,"['security', 'api-management']",0,0.0,0.0,"['security', 'api-management']"
vvatelot/rapidapi-openapi-github-action,['api-management'],0,0.0,0.0,['api-management']
tima-t/doorkeeper,"['security', 'api-management']",0,,0.0,"['security', 'api-management']"
lachlannewman/scroll-for-word-action,"['project-management', 'api-management']",0,0.0,0.0,"['project-management', 'api-management']"
levigo/github-action-jira-bulk-update,"['project-management', 'api-management']",0,1.0,0.0,"['project-management', 'api-management']"
esaminu/upload-directory-action,['api-management'],0,0.0,0.0,['api-management']
tobicrain/openapi-gh-pkg,"['publishing', 'api-management']",0,0.0,1.0,"['publishing', 'api-management']"
ply-ct/ply-action,"['api-management', 'testing']",1,0.0,0.0,"['api-management', 'testing']"
web1n/log-into-ctfd-action,['api-management'],0,0.0,0.0,['api-management']
kylegrabfelder/generate-oas-sdk-js,"['api-management', 'utilities']",0,0.0,0.0,"['api-management', 'utilities']"
rtcamp/action-slack-notify,"['chat', 'reporting']",26,6.0,838.0,"['chat', 'reporting']"
8398a7/action-slack,"['continuous-integration', 'chat']",25,1.0,524.0,"['continuous-integration', 'chat']"
appleboy/telegram-action,"['continuous-integration', 'chat']",21,1.0,609.0,"['continuous-integration', 'chat']"
appleboy/telegram-action,"['continuous-integration', 'chat']",21,1.0,609.0,"['continuous-integration', 'chat']"
slackapi/slack-github-action,"['chat', 'reporting']",16,2.0,453.0,"['chat', 'reporting']"
abinoda/slack-action,"['continuous-integration', 'chat']",11,0.0,259.0,"['continuous-integration', 'chat']"
ilshidur/action-discord,"['continuous-integration', 'chat']",14,15.0,287.0,"['continuous-integration', 'chat']"
ilshidur/action-slack,"['continuous-integration', 'chat']",8,21.0,197.0,"['continuous-integration', 'chat']"
voxmedia/github-action-slack-notify-build,['chat'],19,21.0,218.0,['chat']
act10ns/slack,"['continuous-integration', 'chat']",9,2.0,148.0,"['continuous-integration', 'chat']"
lazy-actions/slatify,['chat'],8,11.0,135.0,['chat']
thollander/actions-comment-pull-request,['chat'],2,1.0,124.0,['chat']
usthe/issues-translate-action,"['chat', 'localization']",2,4.0,105.0,"['chat', 'localization']"
sarisia/actions-status-discord,"['chat', 'reporting']",2,3.0,88.0,"['chat', 'reporting']"
twilio-labs/actions-sms,"['chat', 'utilities']",7,19.0,133.0,"['chat', 'utilities']"
ravsamhq/notify-slack-action,"['chat', 'reporting']",6,0.0,99.0,"['chat', 'reporting']"
archive/github-actions-slack,"['continuous-integration', 'chat']",4,3.0,67.0,"['continuous-integration', 'chat']"
gamesight/slack-workflow-status,"['chat', 'reporting']",12,3.0,64.0,"['chat', 'reporting']"
ruairidhwm/action-cats,"['chat', 'utilities']",0,7.0,66.0,"['chat', 'utilities']"
xorilog/twitter-action,['chat'],0,1.0,59.0,['chat']
machine-learning-apps/actions-chatops,"['continuous-integration', 'chat']",1,10.0,71.0,"['continuous-integration', 'chat']"
yanzay/notify-telegram,['chat'],2,0.0,57.0,['chat']
appleboy/discord-action,"['continuous-integration', 'chat']",4,0.0,72.0,"['continuous-integration', 'chat']"
tokorom/action-slack-incoming-webhook,"['chat', 'reporting']",1,0.0,55.0,"['chat', 'reporting']"
bicstone/backlog-notify,"['project-management', 'chat']",3,0.0,55.0,"['project-management', 'chat']"
micnncim/action-lgtm-reaction,['chat'],2,0.0,60.0,['chat']
aliencube/microsoft-teams-actions,"['chat', 'reporting']",11,2.0,65.0,"['chat', 'reporting']"
xt0rted/slash-command-action,"['continuous-integration', 'chat']",4,2.0,51.0,"['continuous-integration', 'chat']"
appleboy/facebook-action,['chat'],1,0.0,59.0,['chat']
appleboy/facebook-action,"['continuous-integration', 'chat']",1,0.0,59.0,"['continuous-integration', 'chat']"
ethomson/send-tweet-action,['chat'],2,7.0,75.0,['chat']
gokuldas027/telegrambridge,"['chat', 'mobile']",1,0.0,38.0,"['chat', 'mobile']"
rjstone/discord-webhook-notify,"['chat', 'monitoring']",4,4.0,48.0,"['chat', 'monitoring']"
snow-actions/tweet,"['continuous-integration', 'chat']",0,1.0,40.0,"['continuous-integration', 'chat']"
abeyuya/actions-mention-to-slack,['chat'],0,4.0,53.0,['chat']
zcong1993/actions-ding,['chat'],0,0.0,32.0,['chat']
co-qn/google-chat-notification,['chat'],1,2.0,33.0,['chat']
yanglbme/v2ex-action,"['chat', 'reporting']",0,0.0,33.0,"['chat', 'reporting']"
xinthink/action-telegram,"['chat', 'utilities']",1,13.0,36.0,"['chat', 'utilities']"
lukejacksonn/chattery,"['chat', 'code-review']",0,0.0,29.0,"['chat', 'code-review']"
everythingsuckz/github-telegram-notify,"['chat', 'reporting']",0,0.0,27.0,"['chat', 'reporting']"
mattermost/action-mattermost-notify,"['chat', 'utilities']",1,0.0,37.0,"['chat', 'utilities']"
sniddl/discord-commits,"['project-management', 'chat']",3,1.0,31.0,"['project-management', 'chat']"
sonots/slack-notice-action,"['continuous-integration', 'chat']",0,1.0,24.0,"['continuous-integration', 'chat']"
yakumioto/serverchan-action,"['continuous-integration', 'chat']",0,0.0,22.0,"['continuous-integration', 'chat']"
s3krit/matrix-message,"['chat', 'reporting']",1,2.0,24.0,"['chat', 'reporting']"
adamkdean/simple-slack-notify,"['chat', 'reporting']",2,0.0,23.0,"['chat', 'reporting']"
avkviring/telegram-github-action,"['continuous-integration', 'chat']",0,0.0,23.0,"['continuous-integration', 'chat']"
tsickert/discord-webhook,['chat'],6,9.0,28.0,['chat']
chf007/action-wechat-work,"['chat', 'reporting']",1,0.0,28.0,"['chat', 'reporting']"
craftech-io/slack-action,"['chat', 'reporting']",0,2.0,22.0,"['chat', 'reporting']"
wearerequired/slack-messaging-action,"['chat', 'monitoring']",0,3.0,19.0,"['chat', 'monitoring']"
cbrgm/mastodon-github-action,"['chat', 'reporting']",0,0.0,18.0,"['chat', 'reporting']"
krider2010/slack-bot-action,"['chat', 'utilities']",0,15.0,19.0,"['chat', 'utilities']"
athul/telewire,"['chat', 'community']",0,3.0,22.0,"['chat', 'community']"
gottox/irc-message-action,"['continuous-integration', 'chat']",1,0.0,18.0,"['continuous-integration', 'chat']"
amazon-archives/amazon-chime-github-webhook,"['chat', 'reporting']",0,2.0,17.0,"['chat', 'reporting']"
wireapp/github-action-wire-messenger,"['chat', 'reporting']",1,1.0,15.0,"['chat', 'reporting']"
meilcli/slack-upload-file,['chat'],2,0.0,17.0,['chat']
someimportantcompany/github-actions-slack-message,"['chat', 'monitoring']",0,2.0,16.0,"['chat', 'monitoring']"
athul/statusoli,"['chat', 'monitoring']",0,0.0,15.0,"['chat', 'monitoring']"
cstuder/apprise-ga,"['chat', 'utilities']",1,0.0,18.0,"['chat', 'utilities']"
ishween/whatsapp-push-notify-action,"['chat', 'reporting']",1,0.0,30.0,"['chat', 'reporting']"
tinkurlab/commit-issue-commenter-action,"['project-management', 'chat']",0,1.0,14.0,"['project-management', 'chat']"
ilshidur/action-mercure,"['chat', 'publishing']",1,11.0,14.0,"['chat', 'publishing']"
rectalogic/notify-irc,['chat'],2,0.0,17.0,['chat']
cemkiy/action-slacker,"['continuous-integration', 'chat']",0,5.0,14.0,"['continuous-integration', 'chat']"
jakobo/slack-rich-notify,"['deployment', 'chat']",2,0.0,13.0,"['deployment', 'chat']"
doarakko/draw-action,['chat'],2,6.0,19.0,['chat']
lukasss93/telegram-action,"['chat', 'reporting']",1,5.0,17.0,"['chat', 'reporting']"
innocarpe/actions-slack,"['continuous-integration', 'chat']",1,0.0,16.0,"['continuous-integration', 'chat']"
m1ner79/github-twittction,"['chat', 'publishing']",0,6.0,13.0,"['chat', 'publishing']"
skarlso/slack-notification-action,"['deployment', 'chat']",2,0.0,12.0,"['deployment', 'chat']"
bluwy/release-for-reddit-action,"['chat', 'publishing']",0,0.0,13.0,"['chat', 'publishing']"
snow-actions/line-notify,"['continuous-integration', 'chat']",0,0.0,12.0,"['continuous-integration', 'chat']"
dtherhtun/google-chat-action,"['chat', 'utilities']",0,0.0,11.0,"['chat', 'utilities']"
jun3453/slack-pr-open-notification-action,['chat'],2,0.0,13.0,['chat']
mist3r-robot/classic-discord-webhook,"['chat', 'community']",3,0.0,11.0,"['chat', 'community']"
rajvirsingh1313/releasebanneraction,"['chat', 'publishing']",0,0.0,12.0,"['chat', 'publishing']"
zulip/github-actions-zulip,['chat'],2,4.0,17.0,['chat']
kpritam/slack-job-status-action,"['continuous-integration', 'chat']",2,1.0,10.0,"['continuous-integration', 'chat']"
mdb571/wa-action,"['chat', 'community']",0,0.0,15.0,"['chat', 'community']"
cooperwu/action-dingtalk,['chat'],1,,10.0,['chat']
zzzze/webhook-trigger,"['chat', 'reporting']",1,0.0,10.0,"['chat', 'reporting']"
mlg87/pr-reviewer-slack-notify-action,"['chat', 'code-review']",8,6.0,13.0,"['chat', 'code-review']"
kmkoushik/action-pr-gifs,"['chat', 'community']",0,16.0,7.0,"['chat', 'community']"
deep5050/mastjokemara,"['chat', 'community']",0,7.0,10.0,"['chat', 'community']"
mechiru/chatwork,['chat'],0,5.0,11.0,['chat']
mickeygoussetorg/get-a-dad-joke,"['chat', 'community']",0,0.0,11.0,"['chat', 'community']"
hkusu/slack-integration,"['chat', 'reporting']",1,0.0,11.0,"['chat', 'reporting']"
joshmgross/send-slack-message,"['chat', 'utilities']",0,1.0,9.0,"['chat', 'utilities']"
scribemd/slack-templates,"['chat', 'utilities']",2,0.0,9.0,"['chat', 'utilities']"
teknatha136/actions-google-chat-text-message,['chat'],0,0.0,8.0,['chat']
alphamusic/vk-notifications,"['chat', 'utilities']",0,0.0,7.0,"['chat', 'utilities']"
fifsky/dingtalk-action,"['chat', 'monitoring']",0,0.0,9.0,"['chat', 'monitoring']"
46elks/gh-actions-sms,"['chat', 'utilities']",0,1.0,8.0,"['chat', 'utilities']"
atifazeez77/whatsapp_push_notify,"['chat', 'reporting']",0,0.0,9.0,"['chat', 'reporting']"
tejasvonly/random-rickroll,['chat'],0,1.0,182.0,['chat']
kha7iq/pingme-action,"['chat', 'reporting']",0,0.0,8.0,"['chat', 'reporting']"
sagarchoudhary96/exosms-actions,"['chat', 'utilities']",0,2.0,9.0,"['chat', 'utilities']"
sergeysova/this_week_in_rust.rs,"['chat', 'publishing']",1,0.0,7.0,"['chat', 'publishing']"
foxundermoon/wechat-work-action,['chat'],1,14.0,6.0,['chat']
commonmarvel/google-chat-notification,"['chat', 'code-review']",2,1.0,10.0,"['chat', 'code-review']"
actions-ecosystem/action-create-comment,"['chat', 'utilities']",1,22.0,32.0,"['chat', 'utilities']"
xiachufang/actions-feishu,"['chat', 'utilities']",0,0.0,14.0,"['chat', 'utilities']"
wzshiming/gh-ci-bot,"['chat', 'community']",4,0.0,7.0,"['chat', 'community']"
codex-team/action-codexbot-notify,"['chat', 'reporting']",0,0.0,6.0,"['chat', 'reporting']"
rytswd/respost,"['chat', 'utilities']",1,2.0,5.0,"['chat', 'utilities']"
appleboy/line-action,"['continuous-integration', 'chat']",1,0.0,5.0,"['continuous-integration', 'chat']"
marvinpinto/action-keybase-notifications,"['chat', 'monitoring']",0,,6.0,"['chat', 'monitoring']"
fateyan/action-discord-notifier,['chat'],1,1.0,13.0,['chat']
hkusu/slack-post-action,"['continuous-integration', 'chat']",1,2.0,6.0,"['continuous-integration', 'chat']"
fadenb/matrix-chat-message,"['chat', 'utilities']",1,1.0,8.0,"['chat', 'utilities']"
